User_ID,Gender,Age,Occupation,City_Category,Purchase
2066,F,56,3,B,10936
2067,F,19,11,C,15767
2068,M,18,4,A,8466
2069,F,53,18,B,17185
2070,M,41,4,B,7090
2071,M,44,18,C,6240
2072,M,19,2,A,18795
2073,F,48,10,A,16910
2074,F,31,6,A,4446
2075,M,19,16,A,5346
2076,M,46,8,C,14411
2077,F,32,8,B,18469
2078,M,29,9,B,9749
2079,M,54,12,A,6142
2080,F,45,14,A,18070
2081,M,37,4,A,16187
2082,F,56,2,B,9087
2083,M,41,7,B,17635
2084,F,38,19,A,17807
2085,M,27,9,C,12197
2086,M,31,12,B,14271
2087,F,54,2,B,19187
2088,M,35,7,A,16724
2089,F,41,8,C,11261
2090,M,31,11,A,15479
2091,F,51,10,A,17804
2092,F,29,1,C,14333
2093,F,39,17,C,14827
2094,F,23,8,C,11600
2095,M,53,1,B,13932
2096,M,53,1,A,18648
2097,F,39,2,B,14040
2098,F,31,15,C,18127
2099,F,33,18,B,14473
2100,M,53,3,C,18709
2101,M,42,17,C,3206
2102,M,49,19,A,11696
2103,M,50,17,A,15714
2104,F,53,9,A,3440
2105,F,37,10,B,11147
2106,F,35,16,A,18267
2107,M,55,19,C,10746
2108,M,20,15,A,7136
2109,M,40,19,B,13446
2110,F,49,12,A,14331
2111,F,33,1,A,15188
2112,M,22,1,A,7819
2113,F,21,13,B,10069
2114,M,38,3,C,14769
2115,M,57,16,C,7560
2116,F,31,12,C,14853
2117,M,56,3,A,12459
2118,F,48,2,A,5629
2119,M,31,11,B,13657
2120,F,23,7,C,7314
2121,F,29,1,A,10662
2122,F,33,5,A,19754
2123,M,34,9,A,9629
2124,M,40,11,B,13324
2125,F,31,9,C,19558
2126,F,24,9,B,18494
2127,M,49,2,C,8692
2128,M,32,19,C,11218
2129,M,34,9,A,13746
2130,F,58,8,A,17372
2131,M,51,19,A,14631
2132,M,22,18,A,3472
2133,F,44,13,A,16599
2134,M,40,1,C,6872
2135,M,57,4,A,12573
2136,M,31,19,A,15691
2137,F,32,7,B,13482
2138,F,50,6,B,6753
2139,F,48,5,C,3833
2140,F,52,10,C,7928
2141,F,34,11,B,10645
2142,F,45,17,B,8816
2143,F,36,18,A,19124
2144,M,40,9,A,9256
2145,M,49,13,C,12549
2146,F,57,2,B,17062
2147,M,30,17,C,11635
2148,M,37,14,A,11940
2149,F,52,5,C,4401
2150,M,22,9,C,15111
2151,M,26,11,C,13363
2152,M,46,6,A,14432
2153,M,23,16,C,11978
2154,M,42,0,A,19793
2155,F,48,17,B,2909
2156,F,39,14,C,2760
2157,F,19,18,C,7612
2158,M,22,0,A,5240
2159,F,44,4,C,2530
2160,M,42,14,A,11551
2161,M,25,2,C,12219
2162,M,18,0,B,18216
2163,M,37,7,B,4560
2164,F,40,11,B,7103
2165,F,49,18,C,19921
2166,M,28,11,C,11465
2167,F,56,12,B,4781
2168,M,41,0,B,19330
2169,F,28,18,A,7257
2170,F,46,5,A,4188
2171,M,43,7,B,8063
2172,F,33,3,B,17615
2173,M,52,4,C,2881
2174,F,37,6,B,3847
2175,M,20,3,A,8599
2176,M,18,19,A,6568
2177,F,18,3,A,18314
2178,F,34,14,A,9163
2179,M,19,4,A,13156
2180,F,46,8,A,13255
2181,F,37,1,B,13320
2182,M,23,6,A,4216
2183,M,25,16,A,7701
2184,F,46,15,A,13780
2185,M,50,16,A,12694
2186,M,20,19,B,6809
2187,M,52,1,C,18562
2188,F,22,10,C,16392
2189,F,44,1,C,9771
2190,M,29,0,C,3929
2191,F,37,1,A,16306
2192,M,37,8,C,16244
2193,F,26,1,C,2111
2194,M,56,14,B,13411
2195,M,21,9,B,19098
2196,F,36,14,B,13116
2197,M,55,9,A,17707
2198,F,44,16,A,19765
2199,F,30,8,A,5127
2200,M,30,17,B,15100
2201,M,39,3,C,13203
2202,F,45,8,B,3208
2203,M,39,15,A,13317
2204,M,36,3,B,2036
2205,M,25,15,C,13252
2206,M,25,18,A,9006
2207,M,59,0,C,17067
2208,F,43,5,C,7347
2209,F,43,9,A,2809
2210,M,40,15,C,6118
2211,M,30,3,B,19910
2212,M,45,12,C,15083
2213,F,26,15,C,18879
2214,M,37,19,C,15187
2215,F,36,5,B,2424
2216,F,56,10,C,3982
2217,F,29,2,C,19852
2218,M,32,19,B,17918
2219,F,48,9,A,17398
2220,M,31,0,A,13992
2221,F,28,19,A,3233
2222,M,43,10,C,11989
2223,F,59,11,A,16546
2224,M,44,13,B,10756
2225,F,28,7,C,5019
2226,M,55,10,C,3304
2227,M,51,3,C,16144
2228,M,36,6,A,18516
2229,M,23,9,A,18832
2230,F,55,18,A,12022
2231,F,59,3,C,12350
2232,M,45,1,B,13818
2233,F,18,17,C,2849
2234,M,52,13,B,5962
2235,M,57,15,C,6854
2236,F,25,10,B,3539
2237,M,24,9,C,4944
2238,M,28,16,C,5244
2239,F,56,13,B,15255
2240,M,21,3,B,3591
2241,M,42,18,B,17768
2242,M,29,1,B,9855
2243,M,43,6,B,3601
2244,F,55,8,B,14809
2245,F,29,18,B,19606
2246,F,54,15,B,7690
2247,M,41,15,C,14521
2248,M,33,17,B,3842
2249,F,30,10,B,12483
2250,M,42,6,C,10058
2251,M,21,8,C,15704
2252,M,28,3,A,7565
2253,M,49,12,A,13088
2254,F,24,3,B,6488
2255,F,28,18,B,10906
2256,F,45,1,A,3927
2257,M,58,8,A,17512
2258,F,40,11,B,10301
2259,F,40,1,A,10457
2260,M,45,5,B,7492
2261,M,43,4,C,5223
2262,F,42,4,C,2954
2263,F,46,19,A,11541
2264,F,36,4,C,17007
2265,F,50,3,C,3574
2266,M,53,8,C,17674
2267,F,31,9,C,17426
2268,F,31,15,B,9095
2269,M,52,9,B,14023
2270,F,47,9,A,5255
2271,M,45,18,C,3058
2272,M,34,9,C,3957
2273,M,20,5,C,6944
2274,F,33,16,A,7058
2275,F,47,4,B,4519
2276,M,46,5,C,13845
2277,F,32,14,B,4570
2278,F,42,18,A,9450
2279,M,55,17,B,9703
2280,M,59,3,C,17898
2281,F,55,7,B,16389
2282,M,40,15,B,17414
2283,F,42,18,A,2744
2284,F,59,19,A,5514
2285,F,24,2,A,12871
2286,F,39,9,A,15536
2287,M,34,1,B,2175
2288,M,35,3,B,18949
2289,M,58,5,A,5217
2290,M,27,10,A,17106
2291,F,27,13,C,15696
2292,F,24,15,C,11586
2293,M,55,18,A,7802
2294,F,44,1,B,9034
2295,F,50,16,A,18263
2296,F,18,8,B,11412
2297,M,51,16,B,19331
2298,M,21,14,C,10776
2299,M,34,6,A,13054
2300,F,21,18,A,11812
2301,M,43,2,B,13399
2302,M,21,0,A,16963
2303,M,18,3,C,12768
2304,M,24,17,C,2531
2305,M,47,7,A,19615
2306,M,26,18,A,19929
2307,F,52,5,C,13357
2308,F,25,0,A,3437
2309,M,41,7,B,7502
2310,M,36,0,A,9608
2311,F,53,18,B,7566
2312,F,44,10,A,10808
2313,M,49,14,A,6014
2314,M,31,10,C,15613
2315,M,35,18,B,9399
2316,M,45,9,C,2931
2317,F,46,11,A,18777
2318,M,33,0,C,4465
2319,M,52,6,A,17623
2320,M,48,16,A,16008
2321,M,21,9,A,10817
2322,F,54,5,B,7988
2323,F,34,16,B,9509
2324,F,56,17,B,14849
2325,M,43,4,C,13071
2326,M,56,17,A,16081
2327,F,58,16,C,15228
2328,M,21,15,C,13614
2329,M,47,7,A,12301
2330,F,47,12,C,4781
2331,F,39,15,A,12083
2332,F,28,10,A,13374
2333,F,19,5,A,3639
2334,M,29,2,A,15838
2335,M,47,0,C,10973
2336,F,53,17,C,15982
2337,M,35,4,C,14884
2338,F,43,12,B,12248
2339,F,24,9,C,12515
2340,M,18,4,C,4274
2341,F,43,13,B,12830
2342,M,40,16,A,4480
2343,M,43,0,A,8799
2344,M,23,1,A,10547
2345,M,23,6,B,16328
2346,F,25,9,C,14679
2347,M,41,19,C,15928
2348,F,39,6,C,12659
2349,F,36,15,C,8104
2350,F,54,4,B,18547
2351,F,35,11,C,14925
2352,M,48,16,A,5381
2353,M,54,15,B,4064
2354,F,47,19,B,8589
2355,F,59,15,A,9447
2356,M,50,18,A,2339
2357,F,27,14,C,7130
2358,M,54,11,A,9733
2359,F,29,9,B,15110
2360,M,47,1,B,7049
2361,F,44,6,B,12318
2362,F,56,12,C,14633
2363,M,26,2,C,17608
2364,F,38,14,A,2638
2365,F,29,0,C,9709
2366,M,46,2,C,7143
2367,F,50,9,B,3224
2368,M,32,14,B,16466
2369,M,19,5,A,17279
2370,F,56,19,B,14102
2371,F,35,14,C,6245
2372,F,20,6,A,11741
2373,F,24,4,A,9407
2374,F,35,3,B,16790
2375,F,55,17,B,17642
2376,F,54,2,B,11567
2377,M,50,16,A,10859
2378,F,48,17,B,7768
2379,M,28,17,C,19399
2380,F,21,1,A,2335
2381,F,35,12,B,14953
2382,M,21,14,C,17330
2383,F,51,4,C,18464
2384,F,46,2,B,4134
2385,M,41,4,C,18641
2386,F,39,4,A,2184
2387,F,19,4,A,18506
2388,F,23,2,C,10056
2389,M,59,2,A,9263
2390,F,42,19,B,15191
2391,F,38,17,C,5514
2392,F,33,19,A,8077
2393,F,48,3,B,19778
2394,M,31,0,B,4352
2395,M,56,15,A,17716
2396,F,45,7,C,11500
2397,F,49,16,B,16992
2398,M,45,7,B,12133
2399,M,26,6,B,8405
2400,F,39,7,B,18874
2401,M,49,11,C,19438
2402,F,22,15,A,19085
2403,M,40,11,A,4934
2404,M,22,18,A,16347
2405,M,59,9,B,15502
2406,M,49,6,C,15711
2407,F,27,11,A,15848
2408,M,56,19,C,16426
2409,M,32,4,A,6695
2410,F,24,15,B,18203
2411,M,46,8,A,17860
2412,M,20,6,B,16097
2413,F,36,19,B,16636
2414,M,27,13,A,10843
2415,F,45,10,C,18800
2416,F,46,6,B,17573
2417,F,32,9,C,7566
2418,F,52,8,A,7999
2419,M,23,3,B,5866
2420,F,29,15,C,10937
2421,M,55,9,B,4002
2422,M,30,18,A,18623
2423,M,46,16,B,11047
2424,M,36,8,A,17925
2425,M,20,12,C,14707
2426,M,25,0,B,12790
2427,M,25,1,C,17301
2428,M,37,12,A,17596
2429,M,21,8,A,3353
2430,M,38,6,C,12227
2431,F,20,15,C,17828
2432,F,25,18,A,19063
2433,F,40,6,C,10678
2434,M,33,5,A,14910
2435,F,30,17,C,8864
2436,F,20,18,A,16716
2437,F,26,10,A,19868
2438,M,31,11,B,17150
2439,M,30,9,A,19074
2440,M,24,12,A,8125
2441,M,32,11,B,11204
2442,F,24,9,B,4347
2443,F,55,19,C,16743
2444,F,51,17,C,5708
2445,F,58,3,A,12114
2446,M,39,4,C,2637
2447,M,41,4,C,7866
2448,M,54,11,A,5008
2449,F,18,2,B,18251
2450,M,27,7,B,7600
2451,M,33,1,A,13649
2452,F,25,17,A,13366
2453,F,42,8,A,13880
2454,M,29,12,A,19783
2455,M,42,6,A,19889
2456,M,34,9,A,10441
2457,M,43,8,C,7320
2458,M,31,14,C,10727
2459,M,58,4,C,13724
2460,F,53,11,B,8443
2461,F,40,0,A,15394
2462,F,23,11,A,8952
2463,M,22,5,C,10649
2464,F,42,18,B,5369
2465,M,35,18,C,9983
2466,M,30,15,A,13888
2467,F,31,18,A,7635
2468,M,45,2,C,6069
2469,M,35,9,C,8251
2470,F,45,17,A,13579
2471,F,44,12,C,7737
2472,F,49,17,A,11439
2473,M,26,2,C,4573
2474,F,57,2,B,2125
2475,F,49,11,A,11421
2476,M,37,19,B,13403
2477,F,45,6,C,3306
2478,F,50,7,B,4101
2479,F,21,8,C,16681
2480,M,51,13,B,2135
2481,M,20,4,B,9311
2482,M,43,18,B,19843
2483,M,25,15,A,2812
2484,F,23,11,B,12130
2485,M,33,3,C,19254
2486,M,41,7,C,17227
2487,F,56,6,A,15760
2488,F,47,14,A,10826
2489,F,30,5,C,15939
2490,M,22,4,B,2668
2491,M,42,13,C,19677
2492,M,37,12,A,10460
2493,F,35,9,A,10673
2494,F,35,17,C,5390
2495,M,19,3,B,11453
2496,F,27,7,B,17904
2497,F,29,10,A,17396
2498,F,30,16,C,6334
2499,M,28,17,C,18285
2500,F,36,10,A,4235
2501,F,52,15,C,7019
2502,M,56,11,A,2675
2503,M,43,12,B,11873
2504,F,31,15,B,7587
2505,F,41,0,C,7945
2506,M,58,15,B,6767
2507,M,18,14,B,9004
2508,F,39,5,A,9728
2509,F,40,11,A,8609
2510,F,36,7,C,9131
2511,F,35,6,A,19696
2512,M,29,1,C,6099
2513,F,45,11,C,17859
2514,F,45,13,A,17582
2515,M,50,15,B,19669
2516,F,36,10,B,13639
2517,M,45,19,B,7180
2518,F,54,8,B,19763
2519,F,43,9,C,18192
2520,M,52,16,B,19029
2521,M,51,11,C,7412
2522,F,52,5,A,6652
2523,F,57,18,A,8834
2524,F,33,10,C,6451
2525,M,55,8,B,9084
2526,F,30,5,C,14862
2527,M,40,15,B,16692
2528,M,39,19,B,18748
2529,F,33,15,C,4655
2530,M,45,5,C,9433
2531,F,52,4,B,3314
2532,F,25,3,C,16902
2533,F,39,1,B,7272
2534,F,38,5,C,2218
2535,F,43,8,A,6703
2536,M,57,16,B,17994
2537,M,38,13,A,3539
2538,F,42,6,C,15145
2539,F,58,18,A,19986
2540,M,18,0,C,7064
2541,M,23,19,B,15788
2542,M,40,14,C,19489
2543,M,40,17,C,13603
2544,F,40,2,B,4488
2545,F,49,17,C,18411
2546,M,47,1,B,10207
2547,F,30,9,C,14770
2548,M,35,10,B,9977
2549,F,40,2,A,6661
2550,M,32,6,C,6549
2551,F,50,7,C,17029
2552,M,38,18,C,6973
2553,M,56,17,B,10436
2554,F,40,12,C,12086
2555,M,44,12,B,19740
2556,F,35,18,C,8964
2557,F,41,11,A,16842
2558,M,57,16,C,3745
2559,F,59,11,A,14697
2560,F,24,12,B,5879
2561,F,37,11,A,4267
2562,F,44,18,C,11688
2563,F,23,13,C,17065
2564,M,44,6,B,12988
2565,F,26,12,C,6481
2566,F,48,5,C,2929
2567,F,38,18,B,9773
2568,F,43,18,B,5324
2569,F,57,3,A,6587
2570,M,30,18,B,2356
2571,F,40,8,C,17787
2572,M,37,15,B,7499
2573,M,54,3,C,5841
2574,M,45,5,A,14122
2575,M,34,7,B,15409
2576,F,45,15,C,9059
2577,M,58,4,B,2665
2578,M,19,9,B,12220
2579,F,42,12,B,12774
2580,F,58,13,B,2553
2581,F,23,6,A,15860
2582,M,28,19,C,9045
2583,F,55,5,B,11380
2584,F,23,6,C,2149
2585,M,28,4,A,18373
2586,F,31,17,C,15343
2587,F,19,11,C,4853
2588,F,57,5,A,12128
2589,F,20,0,B,14580
2590,M,52,3,C,17254
2591,F,50,18,C,4736
2592,F,41,11,B,2956
2593,M,36,14,B,13440
2594,F,35,2,C,7180
2595,M,41,19,A,10607
2596,F,52,7,B,13646
2597,M,18,10,B,16342
2598,M,53,15,A,7013
2599,M,42,8,C,2084
2600,M,51,2,B,3935
2601,F,42,4,C,11608
2602,M,33,19,C,11262
2603,F,51,13,C,13604
2604,M,46,14,A,11713
2605,M,36,5,C,19885
2606,M,40,3,C,4473
2607,F,36,7,B,2735
2608,M,42,18,B,4838
2609,F,33,4,A,4562
2610,F,26,12,A,15440
2611,F,18,15,B,5906
2612,F,59,0,B,3272
2613,F,36,12,A,6836
2614,F,50,10,C,3862
2615,F,51,7,A,6226
2616,F,33,7,C,14610
2617,F,57,13,B,11014
2618,M,35,12,B,18926
2619,M,51,2,B,8209
2620,M,42,3,C,12270
2621,M,23,19,A,19268
2622,M,38,14,C,5649
2623,F,23,14,A,16126
2624,F,49,12,A,18073
2625,F,58,8,A,5666
2626,F,56,9,B,15357
2627,F,48,11,A,17448
2628,F,59,13,B,11913
2629,F,27,0,A,10566
2630,M,47,13,A,17605
2631,M,35,13,B,2557
2632,M,41,7,B,11472
2633,M,26,15,C,13615
2634,F,48,13,A,8040
2635,F,32,0,B,15884
2636,F,21,15,C,3128
2637,M,57,17,C,19744
2638,F,26,6,B,11292
2639,F,26,14,A,7349
2640,F,43,16,C,14319
2641,M,21,18,A,11823
2642,F,34,12,A,2057
2643,M,33,8,C,10503
2644,M,32,14,B,12193
2645,M,52,2,A,7493
2646,M,22,0,B,5877
2647,F,22,15,C,4282
2648,M,37,7,A,13375
2649,M,32,12,B,3431
2650,F,35,7,B,14526
2651,F,19,16,A,3775
2652,M,46,13,B,13351
2653,F,30,6,B,16639
2654,M,21,14,C,6385
2655,M,59,15,C,17203
2656,M,27,18,B,5974
2657,M,48,5,B,7905
2658,F,58,0,A,6465
2659,M,25,11,C,8945
2660,F,20,17,A,13058
2661,F,26,15,B,14636
2662,F,47,11,A,4302
2663,F,28,19,B,6966
2664,M,52,12,C,15447
2665,F,54,7,C,16162
2666,M,59,0,B,18058
2667,F,30,6,C,10714
2668,F,53,14,B,12899
2669,M,30,12,A,4998
2670,M,29,12,B,2909
2671,M,54,8,A,14729
2672,F,27,14,B,3880
2673,F,26,3,C,14497
2674,M,24,12,B,9527
2675,M,19,11,B,7696
2676,M,40,4,B,5072
2677,M,56,6,C,14018
2678,F,57,7,B,6476
2679,M,56,4,C,13067
2680,M,38,8,B,6489
2681,M,40,13,A,18219
2682,M,46,11,B,16367
2683,F,31,3,A,8855
2684,M,43,19,C,5097
2685,F,22,7,C,13817
2686,M,48,16,B,3084
2687,M,42,7,C,2552
2688,F,48,0,B,3153
2689,M,37,19,C,19077
2690,F,34,1,A,10689
2691,F,19,3,C,15483
2692,M,42,0,A,17034
2693,F,30,6,B,14159
2694,F,56,0,B,2805
2695,F,45,8,B,2920
2696,F,59,2,A,15162
2697,F,23,11,B,3443
2698,F,20,18,B,9048
2699,F,52,14,A,15707
2700,F,35,15,C,19929
2701,M,28,9,B,3210
2702,M,37,5,C,18004
2703,F,22,16,C,12272
2704,M,36,16,B,8212
2705,F,39,18,B,12340
2706,F,36,17,A,11700
2707,M,33,10,A,19297
2708,F,41,6,B,10581
2709,F,58,9,C,15045
2710,F,21,6,A,4570
2711,F,32,4,A,4779
2712,M,42,11,B,13628
2713,F,52,15,B,19178
2714,F,31,17,B,3722
2715,F,36,2,B,15885
2716,M,55,19,A,19282
2717,F,53,14,A,2102
2718,M,24,4,A,15262
2719,M,47,12,C,9453
2720,F,36,18,A,11639
2721,F,42,11,A,14406
2722,M,33,4,B,14224
2723,F,57,5,A,8172
2724,M,25,6,A,13252
2725,M,35,9,A,19918
2726,F,45,15,B,9197
2727,F,33,7,A,15677
2728,M,36,8,A,13039
2729,M,59,3,C,6570
2730,M,34,7,C,8706
2731,M,30,6,C,13655
2732,F,24,14,C,2434
2733,F,44,2,B,17139
2734,F,27,16,C,11449
2735,F,51,10,A,11122
2736,F,53,8,C,15603
2737,M,42,4,B,12991
2738,F,23,9,C,15859
2739,F,41,14,C,17571
2740,F,35,13,B,8461
2741,F,40,3,B,7996
2742,F,23,19,B,6852
2743,M,46,1,B,4512
2744,M,42,11,B,17446
2745,M,34,0,B,3263
2746,F,41,19,A,4747
2747,M,28,4,C,17416
2748,M,43,5,C,9280
2749,F,51,10,B,12974
2750,F,45,7,B,19477
2751,F,20,6,A,12978
2752,M,28,3,A,13007
2753,M,55,5,B,5763
2754,F,31,15,A,14227
2755,F,43,19,A,15031
2756,M,38,14,B,12515
2757,M,56,13,B,2232
2758,F,47,11,B,14544
2759,F,25,11,B,4028
2760,M,37,15,C,18022
2761,F,49,14,C,11650
2762,M,39,12,B,4413
2763,M,24,10,A,10026
2764,M,26,16,B,7418
2765,M,18,14,C,11952
2766,F,46,13,A,5597
2767,F,25,9,C,19762
2768,M,21,11,B,2620
2769,M,52,15,C,2929
2770,M,20,14,C,17455
2771,M,57,9,C,16905
2772,M,24,3,A,2974
2773,F,44,8,C,14679
2774,F,18,19,A,6671
2775,F,44,8,B,15599
2776,F,33,19,B,14810
2777,M,55,10,C,10917
2778,M,24,10,A,10353
2779,M,40,6,B,9784
2780,M,58,9,A,16225
2781,M,28,3,A,2658
2782,F,59,4,C,4897
2783,M,50,4,C,14291
2784,F,53,10,A,15572
2785,F,54,8,A,5205
2786,F,58,15,C,6044
2787,F,34,8,A,5433
2788,M,52,3,C,8711
2789,F,22,1,A,9384
2790,F,49,13,C,19261
2791,F,20,2,A,19475
2792,M,52,17,C,5059
2793,M,31,5,A,17915
2794,M,48,10,B,9513
2795,F,48,17,B,15865
2796,F,34,11,A,3674
2797,M,41,4,B,11800
2798,F,40,8,A,15978
2799,M,35,19,A,18697
2800,M,31,17,B,18767
2801,F,32,18,A,7884
2802,F,32,2,C,15383
2803,F,23,8,A,7248
2804,F,44,3,A,5429
2805,M,32,16,B,18611
2806,M,53,16,C,12256
2807,M,25,1,A,10203
2808,M,32,8,A,9765
2809,M,20,8,A,3522
2810,F,30,4,A,2691
2811,M,58,14,A,3739
2812,M,51,14,A,3525
2813,M,41,2,C,18453
2814,F,57,18,C,8251
2815,F,49,2,A,12440
2816,F,49,5,A,15860
2817,F,47,3,B,9649
2818,M,30,12,C,3287
2819,M,18,12,C,15193
2820,F,51,10,A,10767
2821,F,32,4,C,17913
2822,M,31,0,C,17629
2823,M,46,8,B,6954
2824,F,51,16,B,2744
2825,F,35,0,C,12719
2826,F,24,2,C,14402
2827,F,46,14,C,6576
2828,M,48,9,A,11216
2829,M,42,7,B,18363
2830,M,55,11,A,19325
2831,F,31,14,B,7050
2832,F,25,8,B,15948
2833,M,44,9,B,19151
2834,M,19,19,C,4438
2835,M,34,8,B,12382
2836,M,54,14,A,16663
2837,F,31,0,B,16069
2838,M,42,1,A,10819
2839,M,47,18,B,18760
2840,M,46,13,B,14078
2841,M,37,7,C,18473
2842,M,38,5,A,13047
2843,M,39,11,B,11257
2844,M,52,14,B,15805
2845,F,54,13,A,18212
2846,F,33,0,B,12296
2847,F,34,10,C,16570
2848,F,33,2,A,4655
2849,M,19,18,C,16727
2850,F,21,17,A,19899
2851,F,38,19,A,5017
2852,M,56,1,A,16142
2853,M,51,6,B,9343
2854,F,47,7,A,14339
2855,F,23,18,A,3573
2856,M,34,14,A,7597
2857,F,56,9,C,5926
2858,M,42,0,A,12244
2859,M,22,5,B,5796
2860,M,22,12,A,10823
2861,M,37,13,A,12053
2862,F,33,2,C,19616
2863,M,58,10,B,2535
2864,M,54,2,B,17701
2865,F,57,18,B,9884
2866,M,26,9,A,13725
2867,F,22,14,A,8881
2868,F,59,10,B,15017
2869,F,19,14,B,11467
2870,M,26,12,C,5073
2871,F,53,4,B,17963
2872,F,39,3,A,3025
2873,M,39,12,A,4051
2874,F,39,8,A,5621
2875,F,51,16,C,16405
2876,F,46,1,B,6403
2877,F,55,4,A,5323
2878,F,50,15,C,7017
2879,M,35,6,C,8435
2880,F,24,0,A,17492
2881,F,18,11,C,15170
2882,M,50,10,C,7816
2883,M,18,11,A,6604
2884,M,41,18,C,5424
2885,F,21,11,A,16628
2886,M,21,11,A,13861
2887,F,35,13,C,14501
2888,F,44,1,A,4812
2889,M,49,1,A,2044
2890,M,50,3,B,19017
2891,F,45,19,A,11402
2892,M,59,15,B,10785
2893,F,58,9,B,16581
2894,M,53,12,B,3926
2895,M,23,1,B,2856
2896,M,33,2,C,7988
2897,F,51,18,C,10743
2898,M,40,5,A,6138
2899,F,59,18,A,13080
2900,F,41,19,A,18082
2901,F,30,18,C,16870
2902,F,35,7,B,2606
2903,M,30,13,C,10863
2904,F,54,9,C,7022
2905,F,56,2,A,18400
2906,M,59,5,A,7149
2907,F,34,14,A,7311
2908,M,32,17,B,4484
2909,F,35,13,B,17012
2910,M,40,18,C,17833
2911,F,47,9,B,13041
2912,M,51,14,A,5807
2913,F,21,3,B,5173
2914,F,20,1,B,19857
2915,M,24,2,B,16212
2916,M,35,6,B,12199
2917,M,59,15,A,4412
2918,M,24,9,A,18093
2919,F,57,18,C,5182
2920,F,23,16,C,3014
2921,M,39,18,C,19988
2922,F,18,4,B,19253
2923,M,21,19,B,8913
2924,M,46,12,A,4727
2925,F,38,12,C,4852
2926,F,43,10,A,11077
2927,F,31,10,C,3273
2928,F,26,15,C,9649
2929,F,29,14,C,3955
2930,F,59,16,B,10778
2931,F,23,17,C,6549
2932,M,37,18,C,17863
2933,M,41,3,B,13809
2934,M,44,4,C,10302
2935,M,55,6,B,10100
2936,M,25,1,B,4911
2937,F,18,0,A,14091
2938,M,41,11,B,11099
2939,M,24,9,B,7663
2940,M,36,7,B,13881
2941,M,39,0,C,16368
2942,M,52,11,A,18938
2943,M,47,1,C,10298
2944,M,46,9,B,5336
2945,F,39,16,B,8369
2946,F,28,2,A,4534
2947,M,37,6,A,4226
2948,F,46,11,B,11585
2949,F,58,7,B,2166
2950,F,59,19,C,12902
2951,F,51,11,B,5624
2952,M,18,2,C,19788
2953,F,48,16,A,11717
2954,F,47,8,C,14601
2955,F,35,9,B,15103
2956,M,34,5,C,15030
2957,M,55,0,C,4774
2958,M,31,11,A,11017
2959,M,40,4,C,12150
2960,M,42,12,B,5739
2961,M,32,14,C,16911
2962,M,39,10,C,6464
2963,F,20,7,C,14381
2964,F,36,4,B,15746
2965,F,51,1,C,6094
2966,M,52,11,B,4930
2967,M,18,1,C,2763
2968,M,38,15,A,13552
2969,M,46,2,A,5450
2970,M,23,9,A,16102
2971,F,54,18,B,3861
2972,F,18,7,B,12806
2973,M,18,6,B,15283
2974,M,44,0,C,18493
2975,M,38,11,B,14436
2976,M,33,4,B,10890
2977,F,57,15,B,17352
2978,M,43,3,B,7529
2979,M,33,16,A,17843
2980,M,45,1,C,10299
2981,M,18,11,A,10580
2982,F,53,0,C,10616
2983,M,27,11,C,13157
2984,M,34,11,A,12191
2985,F,40,11,B,13767
2986,F,24,18,A,19911
2987,F,24,16,C,4026
2988,M,32,19,C,12958
2989,M,51,10,B,3855
2990,F,21,12,A,17063
2991,F,31,7,C,16915
2992,F,31,9,A,19981
2993,F,33,7,B,19232
2994,F,24,19,B,7958
2995,F,49,7,C,16705
2996,M,36,8,B,12108
2997,M,19,6,C,7761
2998,M,27,13,C,2688
2999,F,34,1,B,8306
3000,F,54,10,B,7072
3001,F,29,7,A,19739
3002,F,23,12,A,12909
3003,F,39,14,C,14713
3004,F,49,2,A,14614
3005,M,58,13,C,11321
3006,M,37,14,B,8086
3007,F,18,1,B,14731
3008,M,23,18,A,15341
3009,F,36,11,C,8667
3010,M,35,19,C,14976
3011,F,23,3,A,19374
3012,F,50,2,C,14333
3013,M,40,4,C,7290
3014,M,40,2,B,15044
3015,F,43,14,C,19760
3016,F,30,18,C,15537
3017,M,24,1,C,17669
3018,M,32,11,A,18340
3019,F,44,4,A,17955
3020,M,43,16,A,4887
3021,F,50,13,C,17794
3022,F,32,9,C,16560
3023,F,53,2,A,3340
3024,F,44,3,A,13929
3025,M,22,5,C,2094
3026,M,19,15,C,14840
3027,M,50,6,B,17756
3028,M,33,14,A,10126
3029,M,40,19,C,19881
3030,M,55,10,A,12923
3031,M,33,0,A,9053
3032,F,31,4,A,17172
3033,M,46,12,B,12935
3034,M,43,13,C,14467
3035,F,52,8,C,13073
3036,M,32,16,A,9691
3037,M,20,14,C,15770
3038,F,40,6,B,17688
3039,M,46,11,A,2201
3040,M,51,5,B,19882
3041,M,50,15,B,15829
3042,F,58,4,C,5086
3043,M,58,8,C,13305
3044,M,40,13,B,4590
3045,F,24,7,C,9125
3046,M,20,13,B,9860
3047,F,49,11,B,7408
3048,F,48,9,A,3948
3049,M,35,19,B,5963
3050,F,24,19,B,2693
3051,F,58,12,C,7363
3052,M,18,18,A,14125
3053,F,31,14,C,13924
3054,F,49,7,A,7887
3055,M,23,9,C,12851
3056,M,56,2,B,9734
3057,M,27,2,A,11913
3058,F,24,4,A,18191
3059,M,43,15,A,7293
3060,F,51,16,A,15845
3061,F,47,5,C,15820
3062,F,53,19,C,4291
3063,F,38,19,A,16395
